"year","y","age","educ","female","yl1","yl2","yp1","dy","dy_pre","dy_post","va","va_previous","dva","year_previous"
2007,1.354394,39,9,1,1.215948,1.131357,1.343609,0.138446,0.0845910000000001,-0.010785,3.993134,3.067534,0.9256,2006
2005,1.18486,31,6,0,1.169754,1.227347,1.132944,0.0151060000000001,-0.057593,-0.0519160000000001,2.874897,2.103192,0.771705,2004
2006,1.087947,31,6,0,1.097559,1.30983,1.071674,-0.00961199999999995,-0.212271,-0.016273,3.200724,2.685113,0.515611,2005
2008,2.845076,43,16,0,2.560066,2.543452,2.853076,0.28501,0.0166140000000001,0.00800000000000001,3.778288,3.517047,0.261241,2007
2005,1.936457,29,6,1,1.072179,1.067228,1.827293,0.864278,0.00495099999999993,-0.109164,2.733022,2.708885,0.0241370000000001,2004
2005,2.187518,32,9,0,1.889515,1.932287,1.950343,0.298003,-0.042772,-0.237175,3.088313,3.408518,-0.320205,2004
2006,1.467987,32,9,0,1.544512,1.567212,1.418242,-0.0765250000000002,-0.0226999999999999,-0.0497449999999999,2.654111,2.33291,0.321201,2005
2005,1.446109,29,4,1,1.452562,1.380952,1.375106,-0.00645299999999982,0.07161,-0.0710030000000001,2.165997,3.01703,-0.851033,2004
2008,1.018725,40,6,1,0.984843,1.063425,1.090644,0.0338820000000001,-0.078582,0.0719189999999998,2.19212,2.441225,-0.249105,2007
2007,1.050517,55,4,1,0.9072974,0.9867879,1.132128,0.1432196,-0.0794905,0.0816110000000001,2.913358,2.622105,0.291253,2006
2008,1.14468,33,6,0,1.146452,1.100327,1.002522,-0.00177200000000011,0.046125,-0.142158,3.036487,3.094285,-0.057798,2007
2006,1.665515,32,12,0,1.331476,1.354176,1.995207,0.334039,-0.0226999999999999,0.329692,3.329896,3.388408,-0.0585119999999999,2005
2007,0.9607981,33,4,1,0.8422518,0.8597797,1.006225,0.1185463,-0.0175279,0.0454268999999999,1.822942,2.154106,-0.331164,2006
2004,0.9584656,53,4,1,1.188089,1.178007,0.9506542,-0.2296234,0.0100819999999999,-0.00781140000000002,1.914141,1.951644,-0.0375029999999998,2003
2007,1.20669,30,4,0,1.080915,1.041337,1.228949,0.125775,0.0395780000000001,0.022259,2.285692,1.853521,0.432171,2006
2007,0.9889918,30,6,1,1.030769,1.082287,1.012494,-0.0417772000000001,-0.051518,0.0235022,2.425429,2.155274,0.270155,2006
2007,1.270363,35,4,0,0.880473,0.911073,1.113085,0.38989,-0.0306000000000001,-0.157278,2.980091,2.715291,0.2648,2006
2006,1.062794,33,6,1,1.252533,1.20189,1.038095,-0.189739,0.050643,-0.024699,2.053741,2.275255,-0.221514,2005
2007,1.695864,38,9,0,1.599248,1.546368,1.634961,0.096616,0.05288,-0.0609029999999999,3.09458,3.345048,-0.250468,2006
2004,1.627076,29,6,0,1.22874,1.26124,1.617799,0.398336,-0.0325,-0.00927699999999998,3.124478,2.472697,0.651781,2003
2005,0.8600428,29,9,1,0.9211941,0.9061797,0.857716,-0.0611513,0.0150144,-0.00232679999999996,1.813849,2.333007,-0.519158,2004
2008,2.276853,34,9,0,1.872647,1.440089,2.047879,0.404206,0.432558,-0.228974,3.117953,3.101753,0.0162,2007
2007,1.687595,31,4,0,0.8779698,0.8457341,1.661994,0.8096252,0.0322357,-0.025601,3.370892,2.249933,1.120959,2006
2004,1.349337,28,6,0,1.09717,0.8507397,1.339304,0.252167,0.2464303,-0.010033,2.377719,2.455637,-0.0779179999999999,2003
2004,1.878398,30,4,0,2.009692,2.01048,1.944498,-0.131294,-0.000788000000000011,0.0661,3.194297,3.689953,-0.495656,2003
2004,2.543211,35,16,1,1.83683,1.828864,2.520511,0.706381,0.00796599999999992,-0.0226999999999999,3.165914,3.628983,-0.463069,2003
2006,1.539287,42,12,0,2.001913,1.619253,1.606009,-0.462626,0.38266,0.0667219999999999,2.528585,3.310384,-0.781799,2005
2008,1.11347,35,9,0,1.097091,1.144873,1.165752,0.0163789999999999,-0.047782,0.0522819999999999,1.774083,2.298295,-0.524212,2007
2005,1.319179,30,6,0,1.305595,1.349431,1.288237,0.013584,-0.043836,-0.030942,2.378902,3.387516,-1.008614,2004
2007,1.533807,34,6,0,1.447206,1.35966,1.51327,0.0866009999999999,0.0875459999999999,-0.020537,2.38685,3.458972,-1.072122,2006
2008,1.257073,34,9,1,1.137185,1.111585,1.286059,0.119888,0.0255999999999998,0.028986,2.991775,2.237641,0.754134,2007
2004,1.176856,28,6,0,1.392736,1.481876,1.63118,-0.21588,-0.08914,0.454324,2.628772,2.709338,-0.0805659999999997,2003
2005,1.049815,30,4,1,1.204575,1.109179,1.051734,-0.15476,0.095396,0.001919,2.165997,3.01703,-0.851033,2004
2007,0.9941096,31,4,0,1.51872,1.511764,0.9956874,-0.5246104,0.00695599999999996,0.00157779999999996,2.180178,2.639858,-0.45968,2006
2008,2.719513,38,16,0,2.216749,2.23114,2.531757,0.502764,-0.0143909999999998,-0.187756,4.229744,3.601385,0.628359,2007
2005,1.128198,29,9,0,1.172946,1.118528,1.211574,-0.044748,0.0544180000000001,0.0833759999999999,2.459654,2.482272,-0.022618,2004
2004,1.172514,29,9,0,1.395218,1.369659,1.050835,-0.222704,0.0255590000000001,-0.121679,3.567139,2.925678,0.641461,2003
2005,0.9928426,29,4,1,0.9908954,1.018619,0.9551165,0.00194720000000004,-0.0277236,-0.0377261,3.975066,2.691775,1.283291,2004
2007,0.9761662,48,4,1,0.9982693,1.060756,1.014576,-0.0221031,-0.0624867,0.0384097999999999,1.858162,2.173154,-0.314992,2006
2005,1.316538,30,6,0,1.63021,1.634734,1.285938,-0.313672,-0.00452399999999997,-0.0306,3.10403,3.503522,-0.399492,2004
2004,0.9657182,29,6,1,1.012631,1.007051,0.9903461,-0.0469128000000001,0.00558000000000014,0.0246279,2.209257,3.331137,-1.12188,2003
2007,3.498395,39,16,0,3.211159,3.221899,3.472795,0.287236,-0.0107400000000002,-0.0255999999999998,4.015864,3.807272,0.208591999999999,2006
2004,0.9819677,29,6,1,1.026882,1.01924,0.9903461,-0.0449143000000001,0.00764200000000015,0.00837840000000001,2.209257,3.331137,-1.12188,2003
2007,1.258934,33,6,0,1.56357,1.567089,1.271649,-0.304636,-0.00351900000000005,0.012715,3.601275,2.289783,1.311492,2006
2004,0.9699844,28,6,1,1.018299,1.002821,0.9875326,-0.0483146000000001,0.0154780000000001,0.0175482,2.209257,3.331137,-1.12188,2003
2007,2.108536,39,12,1,2.083373,2.184249,2.099231,0.025163,-0.100876,-0.0093049999999999,3.733745,2.739861,0.993884,2006
2008,1.235638,36,9,0,1.453235,1.449677,1.243638,-0.217597,0.00355799999999995,0.00800000000000001,1.74381,3.503522,-1.759712,2007
2007,1.327338,30,6,0,1.062794,1.050835,1.235638,0.264544,0.0119590000000001,-0.0916999999999999,3.726788,2.877594,0.849194,2006
2008,1.729271,46,12,0,1.833159,1.821456,0.9387636,-0.103888,0.011703,-0.7905074,3.73767,3.788143,-0.0504729999999998,2007
2008,2.476358,40,12,0,2.501958,2.356658,3.226217,-0.0256000000000003,0.1453,0.749859,2.700935,2.267443,0.433492,2007
2007,1.740367,32,9,0,1.56514,1.673477,1.604841,0.175227,-0.108337,-0.135526,3.09458,3.345048,-0.250468,2006
2004,1.679289,30,9,1,1.445954,1.29589,1.656589,0.233335,0.150064,-0.0226999999999999,2.666806,3.0824,-0.415594,2003
2005,1.253808,30,4,0,1.122985,1.262104,1.285275,0.130823,-0.139119,0.0314669999999999,3.021336,2.827692,0.193644,2004
2005,1.134217,29,6,0,1.156916,1.180616,1.105081,-0.022699,-0.0237000000000001,-0.0291360000000001,2.392462,2.491194,-0.098732,2004
2008,1.636614,40,12,1,1.452984,1.445325,1.595765,0.18363,0.00765900000000008,-0.0408489999999999,3.645,3.282797,0.362203,2007
2007,2.661556,36,12,0,2.642883,2.618982,2.587085,0.0186730000000002,0.023901,-0.074471,3.09458,3.345048,-0.250468,2006
2008,1.778931,32,6,0,1.528717,1.553417,1.804574,0.250214,-0.0246999999999999,0.0256429999999999,3.009905,2.166596,0.843309,2007
2004,1.339238,30,9,0,1.218798,1.934425,1.316538,0.12044,-0.715627,-0.0226999999999999,3.121877,2.885582,0.236295,2003
2008,1.259077,32,9,0,1.499979,1.538409,1.243638,-0.240902,-0.03843,-0.015439,2.78919,3.867522,-1.078332,2007
2006,1.892074,34,9,0,1.883177,1.842435,1.875317,0.00889699999999993,0.0407420000000001,-0.0167570000000001,3.461193,4.036456,-0.575263,2005
2005,1.46352,29,16,1,1.817075,1.501235,1.641279,-0.353555,0.31584,0.177759,3.31488,3.390577,-0.0756969999999999,2004
2005,1.900469,30,6,0,1.840173,1.847603,1.826091,0.0602959999999999,-0.00743000000000005,-0.0743780000000001,2.397151,2.235309,0.161842,2004
2005,1.395322,29,6,0,1.232859,1.256559,1.346441,0.162463,-0.0237000000000001,-0.048881,2.125577,3.202346,-1.076769,2004
2008,0.947956,33,6,1,1.09479,1.062794,1.010023,-0.146834,0.0319959999999999,0.0620669999999999,2.161229,2.169921,-0.00869199999999992,2007
2008,1.218831,36,9,0,1.276127,1.275888,1.589802,-0.057296,0.0002390000000001,0.370971,3.492172,3.276586,0.215586,2007
2004,1.064702,28,4,0,1.261883,1.301462,1.134217,-0.197181,-0.0395789999999998,0.069515,2.525259,2.80635,-0.281091,2003
2007,2.896543,44,16,0,2.726168,2.756215,2.890049,0.170375,-0.0300470000000002,-0.006494,3.236376,3.800227,-0.563851,2006
2008,1.434489,40,9,0,1.348944,1.373644,1.438382,0.085545,-0.0247000000000002,0.00389300000000015,2.690546,2.884599,-0.194053,2007
2004,1.373478,30,6,0,1.359532,1.491172,1.452234,0.013946,-0.13164,0.078756,2.738224,3.459367,-0.721143,2003
2008,1.177302,37,4,0,1.037431,1.081651,1.21463,0.139871,-0.0442199999999999,0.037328,2.813614,2.810193,0.0034209999999999,2007
2005,1.312994,39,4,0,1.335694,1.290457,1.314515,-0.0226999999999999,0.045237,0.00152100000000011,2.968711,3.770963,-0.802252,2004
2008,1.399497,35,9,0,1.455982,1.455225,1.437067,-0.0564850000000001,0.000757000000000119,0.0375700000000001,2.739861,3.503522,-0.763661,2007
2004,1.203337,29,4,0,1.203604,1.254017,1.223175,-0.000266999999999795,-0.050413,0.0198379999999998,3.04843,2.530676,0.517754,2003
2005,2.260602,31,9,0,1.502543,1.509945,1.774518,0.758059,-0.00740200000000013,-0.486084,3.309139,3.09458,0.214559,2004
2007,2.489903,32,12,0,2.327392,2.31747,2.495518,0.162511,0.00992199999999999,0.00561500000000015,4.187525,3.785399,0.402126,2006
2007,1.763023,30,4,0,1.244956,1.204302,1.737423,0.518067,0.040654,-0.0256000000000001,2.720549,2.73938,-0.018831,2006
2004,0.9663025,30,6,1,1.004558,1.000946,0.9903461,-0.0382555000000001,0.00361200000000017,0.0240436000000001,2.209257,3.331137,-1.12188,2003
2004,0.9699844,30,6,1,1.015152,1.007051,0.9903461,-0.0451676000000001,0.00810100000000014,0.0203617,2.209257,3.331137,-1.12188,2003
2006,1.724059,30,6,0,1.565024,1.565085,1.659461,0.159035,-6.10000000000888e-05,-0.0645979999999999,2.715226,3.634788,-0.919562,2005
2004,0.9699844,30,4,1,1.006543,0.9980216,0.9735634,-0.0365586,0.00852140000000001,0.003579,2.209257,3.331137,-1.12188,2003
2006,1.418123,30,6,0,1.451066,1.473766,1.364095,-0.0329429999999999,-0.0226999999999999,-0.054028,2.343439,3.213956,-0.870517,2005
2004,1.157003,31,6,0,1.198319,1.202925,1.134421,-0.0413159999999999,-0.00460600000000011,-0.0225820000000001,2.454584,2.521046,-0.066462,2003
2006,2.247839,33,12,1,2.172732,2.113158,2.271019,0.075107,0.059574,0.02318,2.879527,2.640805,0.238722,2005
2008,1.450207,32,6,0,1.417999,1.451452,1.518892,0.032208,-0.033453,0.0686849999999999,2.714605,2.980861,-0.266256,2007
2008,0.9978038,50,4,0,1.023404,1.048104,1.005804,-0.0256002,-0.0246999999999999,0.0080001999999999,1.914733,2.011159,-0.0964260000000001,2007
2007,1.582302,31,9,0,1.462117,1.537367,1.491014,0.120185,-0.0752499999999998,-0.091288,3.09458,3.345048,-0.250468,2006
2007,1.944335,31,6,0,1.375106,1.498795,1.890564,0.569229,-0.123689,-0.053771,3.104942,2.261017,0.843925,2006
2006,1.206173,29,6,0,0.9803658,0.9777898,1.223882,0.2258072,0.00257599999999991,0.017709,3.701526,2.854936,0.84659,2005
2008,1.842683,31,4,0,1.661439,1.787143,1.864215,0.181244,-0.125704,0.0215319999999999,3.315914,3.100928,0.214986,2007
2008,1.109697,35,6,0,0.9152979,1.089619,1.137327,0.1943991,-0.1743211,0.02763,2.814604,2.823596,-0.00899200000000011,2007
2005,1.704065,31,12,0,1.921389,1.956127,1.660788,-0.217324,-0.0347379999999999,-0.043277,3.504301,3.384511,0.11979,2004
2005,0.9378974,28,6,0,1.247771,1.264461,0.9072974,-0.3098736,-0.0166900000000001,-0.0306,3.012124,3.04861,-0.036486,2004
2007,1.44356,33,4,0,1.087803,1.135216,1.628905,0.355757,-0.0474129999999999,0.185345,3.665815,1.987052,1.678763,2006
2005,1.752479,29,6,0,1.953499,1.407274,1.909722,-0.20102,0.546225,0.157243,3.586727,2.382601,1.204126,2004
2007,1.061724,32,6,0,1.117519,1.115951,1.053316,-0.055795,0.00156800000000001,-0.00840799999999997,2.341796,2.113478,0.228318,2006
2006,2.133236,32,9,0,1.720837,1.701185,2.272839,0.412399,0.019652,0.139603,4.290487,3.320961,0.969526,2005
2008,1.601438,33,9,0,1.573613,1.579851,1.615202,0.027825,-0.00623799999999997,0.0137640000000001,2.315874,2.628951,-0.313077,2007
2004,1.199209,34,12,1,0.8254308,0.8507109,1.432987,0.3737782,-0.0252801,0.233778,2.383703,2.632175,-0.248472,2003
2004,2.845461,45,9,0,2.873962,2.906348,2.822761,-0.0285010000000003,-0.0323859999999998,-0.0226999999999999,2.890114,2.74006,0.150054,2003
2007,1.268738,33,4,0,1.328511,1.400638,1.243138,-0.0597730000000001,-0.0721270000000001,-0.0255999999999998,2.859844,2.882172,-0.0223280000000003,2006
2007,0.9607981,31,6,1,0.9609409,0.9694868,0.9890325,-0.000142799999999998,-0.0085459,0.0282344,2.189383,2.67339,-0.484007,2006
2008,1.683524,34,6,0,1.344605,1.37824,1.808004,0.338919,-0.0336349999999999,0.12448,3.187372,2.161041,1.026331,2007
2007,1.052731,30,6,0,1.185537,1.240931,1.0563,-0.132806,-0.0553939999999999,0.00356899999999993,2.457098,2.758583,-0.301485,2006
2008,1.52332,31,6,0,1.678851,1.664374,1.560648,-0.155531,0.0144770000000001,0.037328,2.116642,3.243265,-1.126623,2007
2006,2.064196,38,12,0,1.921148,1.912587,2.061039,0.143048,0.00856100000000004,-0.00315699999999985,3.475733,3.518075,-0.0423420000000001,2005
2004,1.606717,30,12,0,1.669769,1.70184,1.584017,-0.0630520000000001,-0.032071,-0.0226999999999999,3.218338,2.887062,0.331276,2003
2004,1.457021,32,12,0,1.521721,1.554221,1.827364,-0.0647000000000002,-0.0325,0.370343,3.441687,3.249806,0.191881,2003
2005,2.367201,35,12,1,2.504795,2.377207,2.295516,-0.137594,0.127588,-0.071685,3.500431,3.430351,0.0700799999999999,2004
2008,1.682458,33,12,0,1.757965,1.782665,1.780131,-0.075507,-0.0246999999999999,0.0976729999999999,3.362612,3.259748,0.102864,2007
2008,0.8759553,32,6,1,1.052572,1.071093,1.092914,-0.1766167,-0.018521,0.2169587,1.982922,2.251179,-0.268257,2007
2005,1.450778,36,12,0,1.495387,1.532428,1.422797,-0.0446090000000001,-0.0370409999999999,-0.0279809999999998,2.687234,3.346107,-0.658873,2004
2005,1.049815,29,4,1,1.204575,1.109179,1.051734,-0.15476,0.095396,0.001919,2.165997,3.01703,-0.851033,2004
2008,2.902086,37,9,0,2.431137,2.45117,2.892894,0.470949,-0.0200329999999997,-0.00919200000000009,3.435416,3.72922,-0.293804,2007
2005,0.9238519,28,6,1,1.140518,1.06136,0.9867616,-0.2166661,0.0791579999999998,0.0629097000000001,2.038595,2.639976,-0.601381,2004
2008,1.475669,33,6,0,1.448346,1.379804,1.483669,0.027323,0.0685419999999999,0.00800000000000001,2.377719,3.373983,-0.996264,2007
2007,1.468252,34,12,0,1.568615,1.532445,1.281881,-0.100363,0.03617,-0.186371,2.790889,2.272854,0.518035,2006
2008,3.328659,36,16,0,2.551389,2.626297,3.56777,0.77727,-0.0749080000000002,0.239111,4.225299,4.483748,-0.258449000000001,2007
2004,1.602237,32,12,0,1.666391,1.689281,1.569576,-0.064154,-0.0228900000000001,-0.0326609999999998,3.177872,3.503522,-0.32565,2003
2004,1.38006,39,6,0,1.2275,1.26,1.419348,0.15256,-0.0325,0.039288,3.272155,3.342332,-0.0701769999999997,2003
2007,2.180856,37,16,0,2.673065,2.135532,2.155257,-0.492209,0.537533,-0.0255989999999997,3.452993,3.303409,0.149584,2006
2007,1.5448,31,6,0,1.364056,1.345866,1.833631,0.180744,0.0181899999999999,0.288831,3.929435,2.789616,1.139819,2006
2005,0.9822946,28,6,1,1.194212,1.118427,1.062522,-0.2119174,0.075785,0.0802273999999999,2.165997,3.01703,-0.851033,2004
2005,1.550804,35,12,0,1.573505,1.532428,1.503127,-0.0227009999999999,0.041077,-0.047677,2.695196,2.438587,0.256609,2004
2006,1.020235,30,4,1,0.9858557,0.9962782,1.038095,0.0343793,-0.0104225,0.01786,1.839582,2.605644,-0.766062,2005
2005,1.011841,29,6,1,1.004744,1.028444,1.056525,0.00709699999999991,-0.0236999999999998,0.0446839999999999,2.146768,1.942261,0.204507,2004
2007,1.440161,32,6,0,1.1066,1.173136,1.498002,0.333561,-0.0665359999999999,0.057841,3.722523,3.149397,0.573126,2006
2007,0.9533533,30,4,1,1.004997,0.9332287,1.018725,-0.0516437,0.0717682999999999,0.0653717000000001,1.929897,2.187933,-0.258036,2006
2004,2.067495,36,16,0,1.884229,1.916729,2.158094,0.183266,-0.0325,0.0905990000000001,3.20574,2.883765,0.321975,2003
2007,2.216213,34,12,0,1.985772,2.058391,2.039693,0.230441,-0.0726189999999998,-0.17652,3.09458,3.345048,-0.250468,2006
2007,0.9039,31,12,1,1.157814,1.188545,0.9254831,-0.253914,-0.0307310000000001,0.0215831,2.305709,1.903207,0.402502,2006
2005,1.061511,29,4,1,1.214832,1.128833,1.062522,-0.153321,0.0859989999999999,0.00101099999999987,2.165997,3.01703,-0.851033,2004
2007,1.282786,30,6,1,0.9643544,0.9920768,1.193079,0.3184316,-0.0277224,-0.089707,2.723815,2.806911,-0.0830959999999998,2006
2007,1.457812,36,6,0,1.490555,1.510225,1.518315,-0.032743,-0.0196699999999999,0.060503,3.09458,3.345048,-0.250468,2006
2007,1.268738,37,12,0,1.67154,1.719754,1.368127,-0.402802,-0.048214,0.0993890000000002,2.439508,3.484827,-1.045319,2006
2007,2.754142,37,12,0,2.778842,2.775153,2.728542,-0.0247000000000002,0.00368900000000005,-0.0255999999999998,3.775833,3.438449,0.337384,2006
2005,1.738532,34,6,0,1.705242,1.763414,1.648264,0.03329,-0.0581720000000001,-0.090268,4.104512,2.925678,1.178834,2004
2007,1.159574,32,9,0,1.282599,1.313853,1.21032,-0.123025,-0.0312539999999999,0.050746,3.210546,2.33408,0.876466,2006
2008,2.212347,36,12,1,2.034233,2.074735,2.220347,0.178114,-0.040502,0.00800000000000001,3.532226,3.501704,0.0305219999999999,2007
2008,2.307488,40,12,0,1.806021,1.498616,2.352994,0.501467,0.307405,0.0455059999999996,4.008255,3.544309,0.463946,2007
2005,1.126341,42,4,1,1.038641,0.7770296,0.8012349,0.0877000000000001,0.2616114,-0.3251061,2.733022,1.951644,0.781378,2004
2004,2.072653,36,16,1,2.161195,2.235943,2.052557,-0.0885420000000003,-0.0747479999999996,-0.0200959999999997,3.7387,3.610457,0.128243,2003
2004,1.592073,34,6,0,1.348721,1.357477,1.515608,0.243352,-0.00875599999999999,-0.076465,3.307182,3.006385,0.300797,2003
2007,1.086885,31,6,0,1.036552,1.027967,1.092583,0.0503330000000002,0.00858499999999984,0.00569799999999998,2.113951,2.334725,-0.220774,2006
2004,0.9729937,27,9,0,1.213951,1.222473,0.9502937,-0.2409573,-0.00852199999999992,-0.0226999999999999,3.056852,3.918519,-0.861667,2003
2008,1.790481,34,12,0,1.79313,1.825091,1.817226,-0.0026489999999999,-0.0319610000000001,0.026745,3.443203,3.736221,-0.293018,2007
2008,1.393799,37,9,0,1.100945,1.173952,1.510998,0.292854,-0.073007,0.117199,1.74381,2.71814,-0.97433,2007
2005,1.31487,30,6,1,1.46887,1.530563,1.514303,-0.154,-0.061693,0.199433,1.805662,3.098244,-1.292582,2004
2006,2.101303,31,6,0,2.136303,2.125018,2.132531,-0.0349999999999997,0.011285,0.031228,3.441681,3.98041,-0.538729,2005
2006,1.891113,34,16,0,1.754449,1.73317,1.988361,0.136664,0.0212789999999998,0.097248,3.479339,3.377229,0.10211,2005
2004,0.9699844,31,4,1,1.015152,1.007051,0.9903461,-0.0451676000000001,0.00810100000000014,0.0203617,2.209257,3.331137,-1.12188,2003
2007,1.489929,34,4,0,1.418123,1.45254,1.416725,0.071806,-0.0344169999999999,-0.073204,2.325842,2.44869,-0.122848,2006
2007,1.268738,36,9,0,1.386529,1.404906,1.368127,-0.117791,-0.0183770000000001,0.0993890000000002,2.439508,3.503522,-1.064014,2006
2006,1.824076,32,12,1,1.746546,1.663944,1.834361,0.0775300000000001,0.0826019999999998,0.0102849999999999,3.26466,3.503522,-0.238862,2005
2008,1.362271,33,4,0,1.501956,1.526337,1.718827,-0.139685,-0.024381,0.356556,3.056661,2.927872,0.128789,2007
2008,1.851724,39,12,0,1.854717,1.886245,1.879101,-0.00299300000000002,-0.031528,0.027377,3.443203,3.736221,-0.293018,2007
2008,1.404728,31,9,0,0.971631,0.9451677,1.358437,0.433097,0.0264633,-0.0462910000000001,1.719117,2.447158,-0.728041,2007
2007,1.373842,35,12,1,1.187716,1.169526,1.638252,0.186126,0.0181899999999999,0.26441,3.929435,2.789616,1.139819,2006
2008,1.278664,33,9,0,1.377994,1.433049,1.292428,-0.0993299999999999,-0.0550550000000001,0.0137639999999999,2.376226,2.649827,-0.273601,2007
2008,1.476956,35,9,0,1.45048,1.414288,1.510371,0.0264759999999999,0.036192,0.033415,3.425399,3.503522,-0.0781229999999997,2007
2008,1.637467,39,12,0,1.579785,1.570412,1.645467,0.057682,0.00937300000000008,0.00800000000000001,2.99794,3.834408,-0.836468,2007
2004,2.543211,37,16,0,2.37165,2.381205,2.520511,0.171561,-0.0095550000000002,-0.0226999999999999,3.648608,2.848286,0.800322,2003
2007,2.074779,55,12,1,2.035781,2.053104,2.112491,0.0389979999999999,-0.0173229999999998,0.037712,4.131155,4.158393,-0.0272380000000005,2006
2005,1.082923,29,9,1,0.9513181,1.033786,1.101614,0.1316049,-0.0824679,0.018691,2.395454,2.304454,0.0910000000000002,2004
2004,0.9699844,27,6,1,1.015152,1.007051,0.9880176,-0.0451676000000001,0.00810100000000014,0.0180332000000001,2.209257,3.331137,-1.12188,2003
2007,1.158851,38,12,1,1.234645,1.245436,1.17021,-0.0757939999999999,-0.010791,0.0113589999999999,2.424344,3.082482,-0.658138,2006
2006,2.15389,31,12,1,2.105497,2.150161,2.173582,0.0483929999999999,-0.044664,0.019692,3.47699,3.601662,-0.124672,2005
2004,1.024574,29,6,1,1.021066,0.9027668,1.01875,0.00350800000000007,0.1182992,-0.00582400000000005,1.73715,2.631402,-0.894252,2003
2005,3.064627,40,16,0,2.737215,2.664907,3.150524,0.327412,0.072308,0.0858969999999997,4.227951,4.158556,0.0693950000000001,2004
2006,1.366559,30,12,1,1.489791,1.490528,1.401,-0.123232,-0.000736999999999988,0.0344409999999999,3.725155,3.336807,0.388348,2005
2007,1.547669,32,6,0,1.156209,1.147576,1.141327,0.39146,0.00863300000000011,-0.406342,3.572399,2.66879,0.903609,2006
2006,1.22051,30,9,1,1.226796,1.249496,1.203224,-0.00628600000000001,-0.0226999999999999,-0.0172859999999999,3.201018,2.955843,0.245175,2005
2004,1.519611,39,12,1,1.405215,1.415094,1.781051,0.114396,-0.00987899999999997,0.26144,3.382726,3.025513,0.357213,2003
2006,1.048104,35,9,0,1.055173,1.077873,1.054624,-0.00706899999999999,-0.0227000000000002,0.00652000000000008,2.140303,2.28126,-0.140957,2005
2007,1.382357,30,6,0,1.425749,1.234932,1.497339,-0.0433919999999999,0.190817,0.114982,3.09458,3.345048,-0.250468,2006
2005,1.050835,28,6,0,1.205812,1.181696,1.309989,-0.154977,0.024116,0.259154,2.984689,2.617328,0.367361,2004
2008,1.846309,32,4,0,1.192245,1.209777,1.7367,0.654064,-0.0175320000000001,-0.109609,2.997748,2.488034,0.509714,2007
2005,1.061511,32,4,1,1.19068,1.128833,1.062522,-0.129169,0.061847,0.00101099999999987,2.165997,3.01703,-0.851033,2004
2008,1.385981,32,6,0,1.340582,1.340467,1.383203,0.045399,0.000114999999999865,-0.00277799999999995,3.645,3.282797,0.362203,2007
2005,1.623914,31,6,0,1.552924,1.611281,1.550338,0.0709900000000001,-0.058357,-0.0735760000000001,3.118134,3.565885,-0.447751,2004
2008,1.4872,31,12,0,1.140952,1.165652,1.171239,0.346248,-0.0246999999999999,-0.315961,3.177422,2.413811,0.763611,2007
2007,0.9998733,30,9,1,0.8448458,0.8492067,1.029024,0.1550275,-0.0043609,0.0291507,2.209145,2.12136,0.0877849999999998,2006
2008,1.090612,32,6,0,1.351404,1.368806,1.21109,-0.260792,-0.0174019999999999,0.120478,3.770166,3.568299,0.201867,2007
2005,2.02742,32,9,1,1.606961,1.539551,2.02602,0.420459,0.0674100000000002,-0.00140000000000029,3.62206,3.369835,0.252225,2004
2004,1.753828,35,12,0,1.407308,1.457943,1.737063,0.34652,-0.050635,-0.0167649999999999,2.568219,3.091325,-0.523106,2003
2008,3.081465,40,16,0,3.411249,3.42507,3.296052,-0.329784,-0.0138209999999996,0.214587,4.229744,3.764065,0.465679,2007
2008,3.16507,39,16,0,3.224656,3.115887,3.211118,-0.0595859999999999,0.108769,0.0460479999999999,1.805662,3.09458,-1.288918,2007
2007,1.586216,32,6,0,1.33172,1.406679,1.504877,0.254496,-0.074959,-0.0813390000000001,3.09458,3.345048,-0.250468,2006
2008,1.538111,32,6,0,1.308584,1.351452,1.614189,0.229527,-0.0428680000000001,0.0760780000000001,2.86076,3.291039,-0.430279,2007
2007,1.412783,33,6,0,1.296685,1.323416,1.367823,0.116098,-0.0267309999999998,-0.0449599999999999,3.09458,3.345048,-0.250468,2006
2008,1.375449,35,6,0,1.382357,1.417166,1.410155,-0.00690800000000014,-0.0348089999999999,0.0347060000000001,3.09458,3.503522,-0.408942,2007
2007,1.951046,37,12,1,1.66893,1.59417,1.915362,0.282116,0.0747599999999999,-0.035684,3.309147,3.591322,-0.282175,2006
2006,1.743796,31,6,0,1.476003,1.490528,1.708827,0.267793,-0.0145250000000001,-0.0349689999999998,2.563788,2.82528,-0.261492,2005
2007,0.863245,32,9,0,1.288548,1.296843,0.8931478,-0.425303,-0.00829499999999994,0.0299028,2.644297,3.373347,-0.72905,2006
2007,1.194029,34,9,0,1.213937,1.249597,1.168429,-0.019908,-0.03566,-0.0256000000000001,3.278671,3.202346,0.0763250000000002,2006
2006,2.613897,33,12,0,2.644727,2.642015,2.584326,-0.0308299999999999,0.00271200000000027,-0.0295710000000002,3.441681,3.98041,-0.538729,2005
2004,1.927851,28,6,0,1.871702,1.904202,2.22805,0.056149,-0.0325,0.300199,3.636681,3.494932,0.141749,2003
2004,2.038285,36,12,1,2.033277,2.011056,2.094715,0.00500800000000012,0.022221,0.0564299999999998,4.094103,4.298768,-0.204665,2003
